dd_version,champion_key,champion_id,champion_name,voiceover_set,skin,section,quote,fandom_page,runeterra_region,region_notes
16.3.1,166,Akshan,Akshan,Classic,,Moving,Some people just don't want to pay with their lives.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,A villain will show you much when they don't know you are watching.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,I once knew someone who followed the rules. She's dead.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,I do not break rules. I bend them. Ever so slightly.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,Just desserts coming right up.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,Curse this nagging conscience of mine.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,A scoundrel left alone will always be a scoundrel.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,"People without grappling hooks, what are they thinking?",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,"Once they see me, it is too late for forgiveness.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,Who am I to decide who lives and dies? Huh. Just a guy.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,Death? I laugh at death! Ha! Listen to me laugh!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,"Okay, villains. Time to soil yourselves.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,Talk is worthless. We are what we do.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,I've got quite a few tricks up my cape.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,I live by my own code. Don't be an ass.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,How well I know the silence of a lonely life.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Moving,"Huh, nice place. Lotta things to swing from.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,It's important to stride into the wind so the cape flutters dramatically behind.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,Vengeance is not a healthy impulse. Here's to bad health!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,Some people say I hold a grudge too long but... those people are dead.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,What else can I add to this gun? Maybe a shovel. No-a ladder!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,How does this boomerang return? Someday I'm going to learn its secrets.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,"'Don't use the absolver', they said. 'No one must wield such a weapon'. Eh, I disagree.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,Not everything happens for a reason. Some things need to be sorted out.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,You try to rest and some lowlife kills one of your pals. Such is life.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,They take one of mine. I take one of theirs.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,Here we go. Get in. Avenge fallen ally. Get out.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,A friend has gone silent. Let's wake them up shall we?,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,The bad part about having friends? Always having to avenge them.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,I can feel them shaking in their armor. I love this part.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,"Listen to them. 'Oh no, is Akshan coming to kill me?' Hahahahaha. I am!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,Shadya would not approve of this act of vengeance but... she wouldn't approve of a lot of things.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,"I hear the dead crying out for vengeance. I am coming, friend!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Long Move,"Killing this person won't bring my friend back. Actually, it will! Let's go do that.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,"Sorry, can't let you live. You understand.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,Well. You look very guilty of something.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,I've got something for you. It's... comeuppance.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,I know what you're feeling. It's regret.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,It's not too late to turn around you know.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,"I don't know how you live with yourself, but you won't have to for long.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,"Hey! Grappling hook buddies! No? Okay, suit yourself.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,I know you! You're that kid who stole the gauntlet.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,Well if it isn't sentinel serious. Look at all the rules I'm breaking.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,You're from Shurima? And have a boomerang? We should hang out!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,"Silly Viego, we can't bring back those we've lost. I mean, I can but... not you.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,"Greetings, fellow sentinel! How strange that we are not friends today. Oh, well.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,First Encounter,"You work with Viego, yes? Scoundrel by association!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Taunt,"I taunt with my grappling hook. See how it taunts you? Taunt, taunt, taunt...",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Joke,"Up, up and... maybe not.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Joke,That was very clever. I hope it was worth your life.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,You know why I'm here.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,"You're in deep, friend.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Take your comeuppance.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,I don't envy you.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Have you no shame?,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Confess!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Scoundrel!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Any last words?,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,You've been naughty.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,"Tsk, tsk.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Vengeance with a smile.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Oh come now.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Say your goodbyes.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Defend yourself!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Eyes on the cape.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,You don't deserve life.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,I'm afraid you must pay.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,Too late to atone.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,This is when I shoot you.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Attacking,You earned this.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Avengerang|Akshan}},Look at it go!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Avengerang|Akshan}},Ha! Boomerang!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Avengerang|Akshan}},All in the wrist.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Avengerang|Akshan}},Ha!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Avengerang|Akshan}},Watch it fly!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Ha ha! Their eyes cannot find me.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Stealth tiiime!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},I mean... Stealth time...,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},To the shadows... where the scoundrels hide.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},"Ohohoho, I love sneaking.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},"Sometimes, I even sneak up on myself!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},"I'm back! Take note, evil!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Gotcha!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},You're an easy one to find.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},"Knock, knock. Vengeance calling.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Ha! I have you now.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Miss me?,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Hey! I snuck in.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},That's right. It is I.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},So... how's it going?,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Ha! I have sneaked upon you!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},"Yes, yes. You can thank me later.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},"Go, and die no more.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Have a good rest?,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},"Dear friends, please stop dying. -Love, Akshan.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},Reclaimed by the light! Yadda-yadda-yadda...,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},There you are. Welcome back.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},It was nothing. Really.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},You are reclaimed. Go! Live!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Going Rogue|Akshan}},"Let's try not to do that again, hm?",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Heroic Swing|Akshan}},Coming through!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Heroic Swing|Akshan}},"Akshan, away!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Heroic Swing|Akshan}},Whoosh!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Heroic Swing|Akshan}},Watch your head!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Heroic Swing|Akshan}},It's as fun as it looks.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Heroic Swing|Akshan}},Heads up!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Comeuppance|Akshan}},You're going to love this!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Comeuppance|Akshan}},Here comes the 'uppance!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Comeuppance|Akshan}},"Oh, the anticipation!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Using {{ai|Comeuppance|Akshan}},"Oh, so exciting!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Kills and Objectives,Consider yourself... absolved.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Kills and Objectives,Now think about what you did.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Kills and Objectives,Always hard taking a life. But I get over it.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Kills and Objectives,That was quite satisfying.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Kills and Objectives,Yeah. I'd say we're even.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Kills and Objectives,"You know you had that coming, right?",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Kills and Objectives,"There, now everyone's happy. Except you.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Kills and Objectives,Hahaha! They never expect the grappling hook!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,{{si|Recall}},"Like the mysterious boomerang, I always return.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,{{si|Recall}},I come and go at unpredictable times. That is Akshan's thing!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,{{si|Recall}},Now for my grand escape. Grappling hook!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,{{si|Recall}},"Right, then. Up we go!",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,{{si|Recall}},Only one way out of this mess. Skyward!,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,Absolve... me.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,That hurts...,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,Oh... I see...,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,Shadya's frowning at me now. I should've paid more attention to her lessons.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,Someone gave me comeuppance? Ha! Who do they think they are?,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,"Yes, yes. The guy who revives people died... I'm really going to hear about this one...",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,So... back at square one again. Let us proceed to a better square.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,Well. This is embarrassing.,Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Death,"No shame in starting over! So I tell myself, anyway.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Trivia,"Go, and die no more.",Akshan/LoL/Audio,Shurima,
16.3.1,166,Akshan,Akshan,Classic,,Trivia,"Go, and sin no more.",Akshan/LoL/Audio,Shurima,
16.3.1,12,Alistar,Alistar,Classic,,Champion Select,Nothing can hold me back!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Champion Select,Now I'm angry.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Movement,Stampede!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Movement,Nothing can hold me back.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Movement,You must follow.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Movement,I know the way.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Movement,Now I'm angry.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Taunt,Mess with the bull and you get the horns!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Joke,You can't milk those.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Attacking,You must follow.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Attacking,I know the way.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Attacking,Nothing can hold me back.,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Attacking,Stampede!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,] Responses,Who's ready to lock horns with me?!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,] Responses,GG!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,] Responses,You are strong!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Trivia,Mess with the bull and you get the horns!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Trivia,"Don't mess with the bull, young man. You'll get the horns.",Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Trivia,Stampede!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Trivia,You can't milk those!,Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,12,Alistar,Alistar,Classic,,Trivia,"Oh, you can milk just about anything with nipples.",Alistar/LoL/Audio,Noxus,Often treated as Noxus-affiliated in lore datasets
16.3.1,32,Amumu,Amumu,Classic,,Champion Select,I thought you'd never pick me.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,,Champion Select,Aww.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Moving,Aww.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Moving,Aww.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Moving,Where are we going?,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Moving,Where are we going?,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Moving,Let's find some friends.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Moving,Let's find some friends.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Moving,Come play with me.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Moving,Come play with me.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Moving,Okay.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Moving,Okay.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Taunt,Let me give you a hug.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Taunt,Let me give you a hug.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Joke,Let's be friends forever.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Joke,Let's be friends forever.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Attacking,Where are we going?,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Attacking,Where are we going?,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Attacking,Come play with me.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Attacking,Come play with me.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Attacking,"Hey, come back.",Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Attacking,"Hey, come back.",Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Attacking,Okay.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Attacking,Okay.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Attacking,Let's find some friends.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Attacking,Let's find some friends.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Sad Robot,Attacking,Aww.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,Porcelain,Attacking,Aww.,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,,] Responses,Would you like to be friends?,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,,] Responses,GG!,Amumu/LoL/Audio,Shurima,
16.3.1,32,Amumu,Amumu,Classic,,] Responses,Let's play again some time!,Amumu/LoL/Audio,Shurima,
16.3.1,34,Anivia,Anivia,Classic,,Champion Select,On my wings.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Champion Select,I shall endure.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Ősi erő kavarog.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Ancient power stirs.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Ne kísértsd a sorsod.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Don't tempt fate.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,"Itt élned, halnod kell!",Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Here you must live and die!,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Nem tudnak megállítani minket.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,They can't stop us.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,A végsőkig.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Until the end.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Keselyűk közül csapok le.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,I swoop down from vultures.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Nem hagyom cserben az otthonomat.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,I won't forsake my home.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Az őseinkért.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,For our ancestors.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,"Áldjon, vagy verjen sors keze.",Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,May fortune's hand bless or beat you.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Védőkarmot nyújtok feléd.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,Extend over it my guarding claw.,Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,"Figyelj, én nem csak szobrozok itt.",Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,"Listen, I'm not just sculpting here.",Anivia/LoL/Audio,Freljord,
16.3.1,34,Anivia,Anivia,Classic,,Trivia,A madár az ász.,Anivia/LoL/Audio,Freljord,
