dd_version,champion_key,champion_id,champion_name,champion_region,effective_region,voiceover_set,resolved_skin_name,resolved_skinline_name,skin_universe,section,quote
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Colossal Smash|Galio}},Smash!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Colossal Smash|Galio}},Right!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Colossal Smash|Galio}},That's it!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Colossal Smash|Galio}},And back!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Colossal Smash|Galio}},Hammer fist!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Feel the whoosh!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Flap!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Blow it down!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Both wings!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Wing blast!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Feel the breeze!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Wing punch!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},"My wings, your face!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Whiff!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Winds of War|Galio}},Wind!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Pick on someone my size!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Take the first swing!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Step right up!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Let's get rowdy!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Goin' somewhere?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},I can take it!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Haha! Come here!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Let's do this then!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},I'll take you all on!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Take your shot!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Come get some!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},"Don't have long, let's fight!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Fight me! Now!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Shield of Durand|Galio}},Gotcha!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Knuckle up!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Haymaker!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},To the chin!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Whammo!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Get your guard up!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Freedom punch!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Lights out!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Uppercut!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Punch!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Crack!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},To your face!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Better bite down!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Fist!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Aha!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Up you go!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Justice Punch|Galio}},Bustin' heads!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Using {{ai|Hero's Entrance|Galio}},Hi everybody!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Too easy.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Splat.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Squish.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,"Eww, dead guy in my toes."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Like a bug.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Next!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Vanquished!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Oops! Friendly fire.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Who's still standing?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,Hahahaha! Did we win yet?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,"Squish, squish, squish!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Kills and Objectives,"Ooh, that was glorious."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,That builds INTO something.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,I don't know what this is. I bet it's great though!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Hmm... doesn't come with instructions.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Hehehe, I like buying person things."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Smashing power amplified!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,A paginated collection of words!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"A book! Oh, just need someone to turn the pages for me."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Eh, never been much of a reader."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Armour, kinda makes you feel like you're made of stone."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Hmm... it doesn't fit. Well, guess I'll just hold it."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Cloth will protect my rock hard skin!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Can I exchange this for a size seven-thousand?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Glacial? Oh, that sounds big."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,From the frozen loom! Whatever that is.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Protect me, tiny ice shield!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"I know, I'll wear it as a ring!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Looks dangerous... let's fire it up!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Might need to loosen that a few hundred notches.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Belt's a... little tight.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"So cold, yet it makes me feel all warm inside."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Haha, ice fist!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Punchy spikes!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Unleash your power, magic frozen fist!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Hmm... looks red.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,Haha! Tiny.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,To plug my cracks.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,I'll use it as a toothpick!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{ccib|Gold.png|size=32}}Shopping,"Make me stronger, purple zapping stick!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{si|Recall}},Need a break from clobbering.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{si|Recall}},Everyone stay put. I'll be right back.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{si|Recall}},Time for some fresh mortar.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{si|Recall}},"Oh, I hate to miss out on the action..."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{si|Recall}},Demacia calls.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,{{si|Recall}},Phew! I'm tired of punching.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,I am cracked...
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,Mend... me...
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,I... crumble...
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,How long was I out?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,"Ah, how'd I get back here?"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,"Okay, new battle!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,"Well, we lost that one. Let's go fight something else!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,What happened? Was it a frost troll again?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,I am chiselled anew.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,Mythmaker,,,Death,"Hey, I remember this place."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Move,This tour of the underworld begins - with my fist.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Move,I'm all that stands between this world and a billion wicked souls.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Move,There are so many circles of Hell... I love variety.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Move,"People are funny. They all say the same thing,"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Move,"I smell sinners. Oh, this is going to be fun."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Move,Let's go damn some stuff!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Move,"Look, uh... I've been told I'm not a great friend."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Move,"Just so you know, I'm stabbing you in the back the first chance I get."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,I am the last thing they see... before torment.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,The worst part of Hell is knowing you'll never leave.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Yeah, you get used to the sulphur smell."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,I've been thinking... I should really get a rack.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Death is just the start of their agony.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,So who wants their tongue ripped out with hot pincers?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Of course I abuse my power! What else am I gonna do with it?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Mother said,"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,so I became gatekeeper to Hell.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"If I were mortal, the last thing I'd want to see is me."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Ah, the sweet sound of gnashing teeth."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Circle eight, bottomless pit."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"I fell in love with an iron maiden once. Big hugger, that one."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,My work is never done.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"I do accept tips, but, uh... why would you?"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,This gate swings one way.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"He goes,"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Ha! Know what I did? I passed.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Can you smell what the afterlife is cooking?!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,My ears are ringing from all the screams.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Circle seven, pool party! Just kidding, it's more torture."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Free impalements all around!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Screams are like snowflakes. No two are alike.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,My favourite are liars. Their screams are '''so''' sincere.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,All must pay for their transgressions.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Kill 'em all, and let me sort 'em out."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Think of it as Heaven, but... exactly the opposite."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Good thing I don't die.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"We serve cookies in Hell, and they've all got raisins."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Nobody's perfect. That's why '''everyone''' goes to Hell.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,I wish they'd chisel me a victim. Someone who won't break.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,There are no lies... when your soul is laid bare.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,I'm an even worse guy once you get to know me.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,No one's too good for a date with the devil.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,They damn themselves. I am but a guide.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Perdition waits for no one.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Did somebody order some ironic punishment?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Do not talk to the condemned. It will only break your heart.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,We forge our own chains.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Hell is other champions.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Ugh, the damned can be so clingy."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Me? Retire? Why would I stop what I love?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Ninth circle, traitors and betrayers."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Eternity is a long, long time."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Everyone sins.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,"Ah, I can't decide what's more fun! Sending them down, or keeping them there?"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Everyone gets what they deserve.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Heaven?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Nobody goes there.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Moving,Hellfire beneath my hooves.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,You! Lust! Second circle!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"You know what? Your life's already hell, so I'm going to leave you be."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Didn't your mother teach you not to play with Hellfire?
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"Let your mom die, huh? Circle nine!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Pride! Circle eight!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"Where do you think your soldiers go after they disappear? Yeah, who's the jerk now?"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"So if I torture you, the other you feels it three seconds later? Jackpot."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"My my, where do I start with you?"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Wet the bed and blame it on your sister? Tsk tsk tsk. Circle eight.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,You're gonna' love what we do to gluttons. They spend eternity eating themselves.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,You're gonna' love what we do to gluttons. They spend eternity devouring themselves.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Have you been smoking? Circle three!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Worshipping false gods. Circle six.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Being a weirdo tree hugger. Circle one.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,You're a Jarvan? I swear I've got at least three others down there.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"You get an eternity of watching someone else's play, so you know how it feels."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"You're an angel? Okay, if you say so."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,You just bring them to me. What I do with them is my business.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Such language! I'll wash your mouth out in circle seven.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"Hey glowsticks, I hear you want your wife back. Trust me, you are not going to recognise her."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"That light's not going to work where you're going, child."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"So you want to have a soul, huh? You sure about that?"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"Being naive! That's not really a sin, but... circle one!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"Matricide? My my, well done! Circle nine!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Want to learn to play that thing really well? Maybe we can make a deal.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,Such vanity. I could lead you to Hell with a mirror.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"Oh, oh, welcome home, my lord."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"Time to melt your hands off, thief."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,First Encounter,"Sneaking around, huh? Circle four."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Taunt,"Don't worry, a thousand years of torture will pass before you know it."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Taunt,Ever heard of the pair of anguish? You will.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Taunt,"You get a ticket to Hell, and you get a ticket to Hell - '''everybody gets a ticket to Hell!'''"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Taunt,Hope you had a fun life! You're about to pay for it.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Taunt,"Welcome to the underworld, I have you down for the luxury suite. I'm kidding! It's all terrible!"
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Taunt,Circle eight? Smartasses.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Taunt,"Buddy, you're gonna' have plenty of time to work on that one."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Taunt,"Gargoyle? No, I'm more of a demonic vessel of torment."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Joke,My middle name is Judgement. Galio Judgement Judgement.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,A gift from below.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,There is no return.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Hail me!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Hope you like brimstone!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Judgement!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Mutilation!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Hmm... I'll taste your tears.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Greed!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Sloth!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,"Come, your punishment awaits."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Horror!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Let me show you into your pit.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,There's a Hell '''beneath''' Hell for you.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,I see your lies.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Pride!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,This is your trial.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Lust!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,You earned this.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,So much sin! Tsk tsk tsk.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Remember all that bad stuff you did? I do.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,"Congratulations, you've earned a thrashing."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Your weapons are of no use.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,I'll weigh your transgressions.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,"Ah, to Hell with it."
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Too late to repent!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,This is permanent.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Accept your penance!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Eternal darkness!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Let's list your crimes.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,This will hurt.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Wrath!
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,My punches are prophecy.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Welcome to Hell.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,And Hell followed.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,This never ends.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,Start screaming now.
16.7.1,3,Galio,Galio,Demacia,Demacia,Classic,,,,Attacking,No point in praying now.
